,Date,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,North Node,True Node,Chiron,Ascendant,MC,Descendant,IC,Lilith,Ceres,Pallas,Juno,Vesta
383,1989-04-06 23:00:00,Aries,Aries,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Scorpio,Virgo,Taurus,Pisces,Libra,Aries,Pisces,Leo,Capricorn
384,1989-04-07 06:00:00,Aries,Taurus,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Aries,Pisces,Leo,Capricorn
385,1989-04-07 12:00:00,Aries,Taurus,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Cancer,Aries,Capricorn,Libra,Libra,Aries,Pisces,Leo,Capricorn
386,1989-04-07 18:00:00,Aries,Taurus,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Aries,Pisces,Leo,Capricorn
387,1989-04-07 23:00:00,Aries,Taurus,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Scorpio,Virgo,Taurus,Pisces,Libra,Aries,Pisces,Leo,Capricorn
388,1989-04-08 06:00:00,Aries,Taurus,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Aries,Pisces,Leo,Capricorn
389,1989-04-08 12:00:00,Aries,Taurus,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Cancer,Aries,Capricorn,Libra,Libra,Aries,Pisces,Leo,Capricorn
390,1989-04-08 18:00:00,Aries,Taurus,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
391,1989-04-08 23:00:00,Aries,Taurus,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Scorpio,Virgo,Taurus,Pisces,Libra,Taurus,Pisces,Leo,Capricorn
392,1989-04-09 06:00:00,Aries,Gemini,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
393,1989-04-09 12:00:00,Aries,Gemini,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
394,1989-04-09 18:00:00,Aries,Gemini,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
395,1989-04-09 23:00:00,Aries,Gemini,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Scorpio,Virgo,Taurus,Pisces,Libra,Taurus,Pisces,Leo,Capricorn
396,1989-04-10 06:00:00,Aries,Gemini,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
397,1989-04-10 12:00:00,Aries,Gemini,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
398,1989-04-10 18:00:00,Aries,Gemini,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
399,1989-04-10 23:00:00,Aries,Gemini,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Virgo,Gemini,Pisces,Libra,Taurus,Pisces,Leo,Capricorn
400,1989-04-11 06:00:00,Aries,Gemini,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
401,1989-04-11 12:00:00,Aries,Cancer,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
402,1989-04-11 18:00:00,Aries,Cancer,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
403,1989-04-11 23:00:00,Aries,Cancer,Aries,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Virgo,Gemini,Pisces,Libra,Taurus,Pisces,Leo,Capricorn
404,1989-04-12 06:00:00,Aries,Cancer,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
405,1989-04-12 12:00:00,Aries,Cancer,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
406,1989-04-12 18:00:00,Aries,Cancer,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
407,1989-04-12 23:00:00,Aries,Cancer,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Virgo,Gemini,Pisces,Libra,Taurus,Pisces,Leo,Capricorn
408,1989-04-13 06:00:00,Aries,Cancer,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
409,1989-04-13 12:00:00,Aries,Cancer,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
410,1989-04-13 18:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
411,1989-04-13 23:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Virgo,Gemini,Pisces,Libra,Taurus,Pisces,Leo,Capricorn
412,1989-04-14 06:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
413,1989-04-14 12:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
414,1989-04-14 18:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
415,1989-04-14 23:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Virgo,Gemini,Pisces,Libra,Taurus,Pisces,Leo,Capricorn
416,1989-04-15 06:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Aries,Capricorn,Libra,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
417,1989-04-15 12:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
418,1989-04-15 18:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
419,1989-04-15 23:00:00,Aries,Leo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Virgo,Gemini,Pisces,Libra,Taurus,Pisces,Leo,Capricorn
420,1989-04-16 06:00:00,Aries,Virgo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
421,1989-04-16 12:00:00,Aries,Virgo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
422,1989-04-16 18:00:00,Aries,Virgo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
423,1989-04-16 23:00:00,Aries,Virgo,Taurus,Aries,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
424,1989-04-17 06:00:00,Aries,Virgo,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
425,1989-04-17 12:00:00,Aries,Virgo,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
426,1989-04-17 18:00:00,Aries,Virgo,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
427,1989-04-17 23:00:00,Aries,Virgo,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
428,1989-04-18 06:00:00,Aries,Virgo,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
429,1989-04-18 12:00:00,Aries,Virgo,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
430,1989-04-18 18:00:00,Aries,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
431,1989-04-18 23:00:00,Aries,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
432,1989-04-19 06:00:00,Aries,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
433,1989-04-19 12:00:00,Aries,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
434,1989-04-19 18:00:00,Aries,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
435,1989-04-19 23:00:00,Aries,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
436,1989-04-20 06:00:00,Taurus,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
437,1989-04-20 12:00:00,Taurus,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
438,1989-04-20 18:00:00,Taurus,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
439,1989-04-20 23:00:00,Taurus,Libra,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
440,1989-04-21 06:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
441,1989-04-21 12:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
442,1989-04-21 18:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
443,1989-04-21 23:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
444,1989-04-22 06:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
445,1989-04-22 12:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
446,1989-04-22 18:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
447,1989-04-22 23:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
448,1989-04-23 06:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
449,1989-04-23 12:00:00,Taurus,Scorpio,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
450,1989-04-23 18:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
451,1989-04-23 23:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
452,1989-04-24 06:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
453,1989-04-24 12:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
454,1989-04-24 18:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
455,1989-04-24 23:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
456,1989-04-25 06:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
457,1989-04-25 12:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
458,1989-04-25 18:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
459,1989-04-25 23:00:00,Taurus,Sagittarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
460,1989-04-26 06:00:00,Taurus,Capricorn,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
461,1989-04-26 12:00:00,Taurus,Capricorn,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
462,1989-04-26 18:00:00,Taurus,Capricorn,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
463,1989-04-26 23:00:00,Taurus,Capricorn,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
464,1989-04-27 06:00:00,Taurus,Capricorn,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
465,1989-04-27 12:00:00,Taurus,Capricorn,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
466,1989-04-27 18:00:00,Taurus,Capricorn,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
467,1989-04-27 23:00:00,Taurus,Capricorn,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
468,1989-04-28 06:00:00,Taurus,Capricorn,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
469,1989-04-28 12:00:00,Taurus,Aquarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
470,1989-04-28 18:00:00,Taurus,Aquarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
471,1989-04-28 23:00:00,Taurus,Aquarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
472,1989-04-29 06:00:00,Taurus,Aquarius,Taurus,Taurus,Gemini,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
473,1989-04-29 12:00:00,Taurus,Aquarius,Taurus,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Aries,Aquarius,Libra,Libra,Taurus,Pisces,Leo,Capricorn
474,1989-04-29 18:00:00,Taurus,Aquarius,Taurus,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
475,1989-04-29 23:00:00,Taurus,Aquarius,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
476,1989-04-30 06:00:00,Taurus,Aquarius,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
477,1989-04-30 12:00:00,Taurus,Aquarius,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Taurus,Pisces,Leo,Capricorn
478,1989-04-30 18:00:00,Taurus,Pisces,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
479,1989-04-30 23:00:00,Taurus,Pisces,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
480,1989-05-01 06:00:00,Taurus,Pisces,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
481,1989-05-01 12:00:00,Taurus,Pisces,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Taurus,Pisces,Leo,Capricorn
482,1989-05-01 18:00:00,Taurus,Pisces,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
483,1989-05-01 23:00:00,Taurus,Pisces,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
484,1989-05-02 06:00:00,Taurus,Pisces,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
485,1989-05-02 12:00:00,Taurus,Pisces,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Taurus,Pisces,Leo,Capricorn
486,1989-05-02 18:00:00,Taurus,Aries,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
487,1989-05-02 23:00:00,Taurus,Aries,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
488,1989-05-03 06:00:00,Taurus,Aries,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Taurus,Capricorn,Scorpio,Cancer,Libra,Taurus,Pisces,Leo,Capricorn
489,1989-05-03 12:00:00,Taurus,Aries,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Leo,Taurus,Aquarius,Scorpio,Libra,Taurus,Pisces,Leo,Capricorn
490,1989-05-03 18:00:00,Taurus,Aries,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Libra,Cancer,Aries,Capricorn,Libra,Taurus,Pisces,Leo,Capricorn
491,1989-05-03 23:00:00,Taurus,Aries,Gemini,Taurus,Cancer,Gemini,Capricorn,Capricorn,Capricorn,Scorpio,Pisces,Pisces,Cancer,Sagittarius,Libra,Gemini,Aries,Libra,Taurus,Pisces,Leo,Capricorn
